BIB,Name,Country,Gender,Division,Swim,Bike,Run,Overall,Division Rank,Gender Rank,Overall Rank,T1,T2
1429,"Beby, Daniel",AUS,Male,M40-44,01:06:45,05:18:42,03:43:36,10:16:33,132,665,728,00:03:23,00:04:07
1174,"Graham, Ian",NZL,Male,M45-49,01:05:54,05:26:23,03:34:11,10:16:45,97,666,729,00:04:23,00:05:54
1219,"La placa, Paolo",ITA,Male,M45-49,01:08:55,05:29:05,03:29:53,10:16:49,98,667,730,00:03:22,00:05:34
1531,"Jervis, Haydn",AUS,Male,M40-44,01:00:18,05:15:15,03:50:01,10:16:52,133,668,731,00:04:55,00:06:23
1487,"Fitzakerley, Nathan",AUS,Male,M40-44,00:56:42,05:01:20,04:11:04,10:16:52,133,668,731,00:03:30,00:04:16
1217,"Kropat, Eckart",DEU,Male,M45-49,01:11:13,05:02:23,03:54:37,10:16:55,99,670,733,00:04:15,00:04:27
2041,"Figueroa, Jose",MEX,Male,M30-34,01:05:56,05:37:01,03:23:52,10:16:58,124,671,734,00:04:52,00:05:17
1249,"Nagatsuji, Hajime",JPN,Male,M45-49,01:05:27,05:26:17,03:37:30,10:17:09,100,672,735,00:03:58,00:03:57
2384,"Cerezuela, Francisco",ARG,Male,M18-24,00:58:53,05:18:01,03:53:04,10:17:20,22,673,736,00:03:45,00:03:37
958,"Minardi, Michael",USA,Male,M50-54,01:18:21,05:09:33,03:40:33,10:17:25,38,674,737,00:03:46,00:05:12
1409,"Willis, Janine",CAN,Female,F45-49,01:02:37,05:28:41,03:40:27,10:17:26,5,64,738,00:03:10,00:02:31
1986,"Peel, Hannah",GBR,Female,F35-39,01:09:34,05:21:29,03:40:09,10:17:40,10,65,739,00:03:27,00:03:01
1161,"Fernandez martinez, David",ESP,Male,M45-49,01:14:22,05:20:19,03:36:19,10:17:43,101,675,740,00:03:19,00:03:24
1775,"Clark, David",AUS,Male,M35-39,01:13:22,05:14:45,03:42:04,10:17:51,133,676,741,00:04:02,00:03:38
1290,"Schmaehling, Frank",DEU,Male,M45-49,01:05:40,05:15:19,03:45:53,10:17:54,102,677,742,00:04:58,00:06:04
965,"Nubel, Markus",DEU,Male,M50-54,01:09:58,05:18:28,03:40:02,10:17:57,39,678,743,00:05:22,00:04:07
2416,"Toland, Jack",USA,Male,M18-24,00:56:20,04:44:57,04:30:57,10:18:04,23,679,744,00:02:45,00:03:05
1178,"Guertin, Thierry",CAN,Male,M45-49,01:05:16,05:03:38,04:01:38,10:18:11,103,680,745,00:03:22,00:04:17
2369,"Trads, Anna",DNK,Female,F25-29,01:06:20,05:23:10,03:42:33,10:18:22,6,66,746,00:03:30,00:02:49
1247,"Mutchie, Jeff",USA,Male,M45-49,01:25:29,05:23:48,03:22:43,10:18:25,104,681,747,00:03:21,00:03:04
917,"Heynemand, Pierre",CAN,Male,M50-54,01:01:32,05:23:45,03:46:22,10:18:27,40,682,748,00:02:49,00:03:59
1258,"Pasquarella, Alberto",ITA,Male,M45-49,00:56:31,05:30:46,03:40:40,10:18:37,105,683,749,00:04:06,00:06:34
2242,"Cheli, Jocelyn",GBR,Male,M25-29,01:07:40,05:25:42,03:36:48,10:18:45,74,684,750,00:04:10,00:04:25
2070,"Johnstone, Jarrod",AUS,Male,M30-34,01:09:14,05:09:40,03:48:44,10:18:45,125,684,750,00:05:18,00:05:49
2401,"Martin, Jeremie",CAN,Male,M18-24,00:57:58,05:14:00,03:58:47,10:18:48,24,686,752,00:03:14,00:04:49
772,"Stiller, Frank",DEU,Male,M55-59,01:03:16,05:19:14,03:49:08,10:18:53,8,687,753,00:03:26,00:03:49
1477,"Dowthwaite, Samuel",AUS,Male,M40-44,01:04:24,05:10:49,03:53:45,10:18:55,135,688,754,00:03:57,00:06:00
1463,"Dang, Qi",CHN,Male,M40-44,00:53:36,05:33:34,03:40:26,10:19:02,136,689,755,00:03:28,00:07:58
1181,"Hagenacker, Michael",DEU,Male,M45-49,01:09:59,05:01:06,04:00:41,10:19:02,106,689,755,00:03:28,00:03:48
1660,"Wyllo, Ferreira",BRA,Male,M40-44,01:15:10,05:18:17,03:35:16,10:19:33,137,691,757,00:06:20,00:04:30
1351,"Fletcher, Christine",CAN,Female,F45-49,01:02:49,05:28:46,03:38:43,10:19:38,6,67,758,00:03:37,00:05:43
1935,"Wilson, Craig",AUS,Male,M35-39,01:10:22,05:10:21,03:50:51,10:19:40,134,692,759,00:03:36,00:04:30
2039,"Felici, Lorenzo",ITA,Male,M30-34,01:05:11,05:05:37,04:00:54,10:19:53,126,693,760,00:03:55,00:04:16
1587,"Papst, Patrick",AUT,Male,M40-44,01:20:06,05:13:47,03:36:03,10:19:56,138,694,761,00:04:02,00:05:58
1505,"Godoi, Adriano",BRA,Male,M40-44,01:20:41,05:14:03,03:35:02,10:20:13,139,695,762,00:04:33,00:05:54
1206,"Julier, Mark",GBR,Male,M45-49,01:01:48,05:18:15,03:50:54,10:20:24,107,696,763,00:03:49,00:05:38
1313,"Tutsch, Felix",DEU,Male,M45-49,01:11:37,05:17:15,03:42:26,10:20:29,108,697,764,00:04:16,00:04:55
1252,"Oh, Il Hwan",KOR,Male,M45-49,01:10:14,05:14:08,03:43:14,10:20:34,109,698,765,00:05:45,00:07:13
757,"Piesanen, Tapio",FIN,Male,M55-59,01:15:04,05:09:38,03:48:46,10:20:50,9,699,766,00:03:36,00:03:46
903,"Geissler, Wolfgang",DEU,Male,M50-54,01:07:39,05:25:12,03:39:27,10:20:54,41,700,767,00:03:22,00:05:14
1844,"Leigl, Tony",USA,Male,M35-39,01:03:54,05:13:06,03:53:09,10:20:54,135,700,767,00:04:05,00:06:40
1112,"Blasius, Jochen",DEU,Male,M45-49,01:14:34,05:05:38,03:53:51,10:20:55,110,702,769,00:03:12,00:03:40
2334,"Colville, Katie",USA,Female,F25-29,01:03:10,05:38:00,03:33:08,10:20:56,7,68,770,00:03:24,00:03:14
1196,"Hunt, Andrew",AUS,Male,M45-49,01:07:32,05:16:57,03:49:35,10:21:03,111,703,771,00:03:40,00:03:19
1867,"Mooney, Kyle",AUS,Male,M35-39,00:59:24,05:20:33,03:54:11,10:21:03,136,703,771,00:03:03,00:03:52
1974,"Lanter, Emily",USA,Female,F35-39,01:08:02,05:23:59,03:41:22,10:21:07,11,69,773,00:04:02,00:03:42
1091,"Abeln, Hendrik",DEU,Male,M45-49,01:02:07,05:12:53,03:57:41,10:21:08,112,705,774,00:03:35,00:04:52
967,"Ollier, Stephane",FRA,Male,M50-54,01:19:59,05:22:43,03:26:00,10:21:11,42,706,775,00:04:23,00:08:06
1801,"Emilsson, Thomas",SWE,Male,M35-39,00:57:19,05:14:07,03:57:48,10:21:14,137,707,776,00:04:52,00:07:08
1323,"Wiehahn, Manfred",ZAF,Male,M45-49,01:06:13,05:23:48,03:36:17,10:21:16,113,708,777,00:06:50,00:08:08
2148,"Sudy, Markus",DEU,Male,M30-34,01:08:05,04:52:32,04:12:35,10:21:27,127,709,778,00:03:09,00:05:06
1885,"Pike, Chris",GBR,Male,M35-39,01:05:50,05:10:43,03:56:54,10:21:29,138,710,779,00:03:20,00:04:42
1611,"Seele, Robert",DEU,Male,M40-44,01:04:17,05:34:03,03:34:54,10:21:42,140,711,780,00:04:32,00:03:56
1502,"Gartner, Steffen",DEU,Male,M40-44,01:16:57,05:25:56,03:30:29,10:21:47,141,712,781,00:04:10,00:04:15
2408,"Patterson, George",GBR,Male,M18-24,01:14:22,05:22:05,03:36:10,10:21:47,25,712,781,00:03:22,00:05:48
2120,"Pozzetta, Lucas",USA,Male,M30-34,00:53:04,05:02:23,04:16:52,10:21:50,128,714,783,00:03:41,00:05:50
1007,"Takeya, Kenji",JPN,Male,M50-54,01:08:59,05:00:12,04:04:57,10:22:00,43,715,784,00:02:26,00:05:26
1545,"Laguna, Carlos",ESP,Male,M40-44,01:03:39,05:24:45,03:44:46,10:22:01,142,716,785,00:04:16,00:04:35
697,"Ciocia, Massimo",ITA,Male,M55-59,00:57:18,05:29:25,03:48:22,10:22:10,10,717,786,00:03:22,00:03:43
1215,"Klopsch, Bernd",DEU,Male,M45-49,01:06:17,04:59:58,04:08:31,10:22:15,114,718,787,00:04:04,00:03:25
3034,"Mack, Danielle",USA,Female,FPRO,01:08:16,05:33:15,03:35:16,10:22:35,32,70,788,00:02:25,00:03:23
767,"Smit, Anton",NLD,Male,M55-59,01:11:17,05:14:41,03:48:03,10:22:39,11,719,789,00:03:47,00:04:51
1931,"Walker, Shelden",AUS,Male,M35-39,01:11:37,05:10:44,03:48:36,10:22:40,139,720,790,00:06:06,00:05:37
2126,"Rosenzweig, Martin",DEU,Male,M30-34,01:05:45,05:09:37,03:58:58,10:22:46,129,721,791,00:03:39,00:04:47
1158,"Engstrom, Patric",SWE,Male,M45-49,01:18:41,05:15:46,03:39:58,10:22:52,115,722,792,00:04:14,00:04:13
1589,"Pawlowski, Radek",POL,Male,M40-44,01:00:18,05:13:54,04:00:56,10:22:52,143,722,792,00:03:02,00:04:42
2349,"Lacroix, Marielle Marilyne",BEL,Female,F25-29,01:00:05,05:29:15,03:46:51,10:22:56,8,71,794,00:03:51,00:02:54
2383,"Carson, Matthew",USA,Male,M18-24,00:58:17,05:39:50,03:32:52,10:23:17,26,724,795,00:04:04,00:08:14
1928,"Vitraganov, Viktor",RUS,Male,M35-39,01:16:02,05:40:06,03:21:09,10:23:36,140,725,796,00:03:11,00:03:08
2227,"Wardall, Emma",GBR,Female,F30-34,01:06:11,05:37:39,03:33:27,10:23:37,13,72,797,00:02:52,00:03:28
1100,"Andersson, Tony",SWE,Male,M45-49,00:57:03,05:28:05,03:51:20,10:23:39,116,726,798,00:03:39,00:03:32
1634,"Tanguy, Nicolas Jean-Marie",FRA,Male,M40-44,00:59:02,05:39:17,03:37:04,10:23:40,144,727,799,00:03:28,00:04:49
1123,"Brutti, Leonardo",PRY,Male,M45-49,01:00:20,05:17:42,03:58:33,10:23:41,117,728,800,00:03:25,00:03:41
2090,"Martin, Francis",CAN,Male,M30-34,01:04:52,04:39:25,04:32:19,10:23:41,130,728,800,00:03:33,00:03:32
2068,"Johansen, Martin",DNK,Male,M30-34,01:10:32,05:26:37,03:37:08,10:23:49,131,730,802,00:03:44,00:05:48
1687,"Gaillard, Nicole",CHE,Female,F40-44,01:09:09,05:27:36,03:40:48,10:23:50,2,73,803,00:03:24,00:02:53
1412,"Zschorlich, Beate",DEU,Female,F45-49,01:15:21,05:21:29,03:41:21,10:23:54,7,74,804,00:02:43,00:03:00
1591,"Perreira, Christian",USA,Male,M40-44,01:09:03,05:25:12,03:39:00,10:24:04,145,731,805,00:04:52,00:05:57
1648,"Viklund, Patrik",SWE,Male,M40-44,01:11:30,05:32:41,03:30:07,10:24:06,146,732,806,00:04:38,00:05:10
426,"Chubukov, Nikita",RUS,Male,M25-29,01:10:24,05:34:12,03:31:44,10:24:30,75,733,807,00:04:12,00:03:58
1457,"Cockman, Buck",AUS,Male,M40-44,01:03:11,05:20:19,03:49:03,10:24:30,147,733,807,00:06:13,00:05:44
1774,"Clam, Simon",BEL,Male,M35-39,01:02:50,05:11:10,04:04:03,10:24:35,141,735,809,00:03:16,00:03:16
1192,"Hollander, Jason",USA,Male,M45-49,01:10:25,05:24:58,03:37:38,10:24:41,118,736,810,00:05:12,00:06:28
946,"Malleier, Martin",AUT,Male,M50-54,01:07:18,05:15:29,03:52:39,10:24:42,44,737,811,00:03:05,00:06:11
1601,"Rodel, Christian",DEU,Male,M40-44,01:07:51,05:20:14,03:49:55,10:24:46,148,738,812,00:02:42,00:04:04
1547,"Larsson, Benjamin",AUS,Male,M40-44,01:04:24,05:24:26,03:46:59,10:24:51,149,739,813,00:04:44,00:04:18
977,"Potter, John",USA,Male,M50-54,00:58:14,05:28:55,03:48:48,10:24:51,45,739,813,00:04:23,00:04:31
2045,"Galdeano, Raul",ESP,Male,M30-34,01:12:16,05:07:19,03:55:13,10:24:53,132,741,815,00:04:52,00:05:13
2054,"Grandjean, Lukas",DEU,Male,M30-34,01:06:20,05:43:04,03:26:19,10:24:58,133,742,816,00:04:37,00:04:38
2274,"Krauter, Felix",DEU,Male,M25-29,01:16:38,04:50:05,04:11:21,10:25:01,76,743,817,00:03:08,00:03:49
1136,"Cruz, Carlos",PRT,Male,M45-49,00:56:53,05:13:18,04:02:51,10:25:05,119,744,818,00:04:18,00:07:45
1886,"Poehls, Karl",USA,Male,M35-39,01:14:12,05:09:48,03:48:38,10:25:09,142,745,819,00:06:05,00:06:26
1359,"Hill, Victoria",GBR,Female,F45-49,01:11:31,05:31:59,03:34:00,10:25:14,8,75,820,00:04:16,00:03:28
717,"Gro e, Wulff Holm",DEU,Male,M55-59,01:14:33,05:17:35,03:45:07,10:25:36,12,746,821,00:04:08,00:04:13
1325,"Wilson, Craig",ZAF,Male,M45-49,00:55:14,05:15:33,04:05:54,10:25:46,120,747,822,00:04:18,00:04:47
1149,"Djuric, Bojan",SRB,Male,M45-49,01:03:18,05:24:20,03:46:30,10:25:49,121,748,823,00:06:36,00:05:05
1883,"Phinney, Michael",USA,Male,M35-39,00:54:52,04:57:23,04:27:04,10:26:13,143,749,824,00:03:12,00:03:42
1525,"Horiuchi, Makoto",JPN,Male,M40-44,01:18:04,05:27:49,03:31:51,10:26:20,150,750,825,00:04:18,00:04:18
966,"Ogden, Barry",USA,Male,M50-54,01:05:11,05:15:22,03:55:50,10:26:24,46,751,826,00:03:26,00:06:35
1666,"Aly, Sarah",SWE,Female,F40-44,01:15:16,05:26:43,03:33:46,10:26:25,3,76,827,00:06:20,00:04:20
1447,"Caetano, Raul",URY,Male,M40-44,01:03:43,04:57:59,04:15:50,10:26:32,151,752,828,00:04:46,00:04:14
1783,"Coyle, Kevin",USA,Male,M35-39,01:03:03,05:15:24,03:56:53,10:26:38,144,753,829,00:04:52,00:06:26
1708,"Mochar, Constance",AUT,Female,F40-44,01:08:40,05:32:06,03:38:58,10:26:40,4,77,830,00:03:52,00:03:04
2177,"Dellosa, Ashley",USA,Female,F30-34,00:57:28,05:30:00,03:51:12,10:26:56,14,78,831,00:03:03,00:05:13
875,"Cerize, Pedro",BRA,Male,M50-54,01:02:54,05:17:01,03:58:26,10:27:04,47,754,832,00:04:58,00:03:45
1910,"Tanaka, Noriyuki",JPN,Male,M35-39,01:02:58,05:24:02,03:50:53,10:27:05,145,755,833,00:04:42,00:04:30
1119,"Breadsell, Peter",AUS,Male,M45-49,01:09:23,05:08:25,03:58:37,10:27:27,122,756,834,00:05:11,00:05:51
1097,"Amione, Andrse",ARG,Male,M45-49,01:05:17,05:37:24,03:37:40,10:27:32,123,757,835,00:03:12,00:03:59
719,"Halkier, Lars",DNK,Male,M55-59,01:15:14,05:05:53,03:56:46,10:27:38,13,758,836,00:04:40,00:05:05
1921,"Triick, Matt",USA,Male,M35-39,01:03:13,05:07:51,04:07:32,10:27:38,146,758,836,00:03:22,00:05:40
1187,"Hawkins, Todd",USA,Male,M45-49,00:57:05,05:31:44,03:49:10,10:27:43,124,760,838,00:03:29,00:06:15
1530,"Janah, Yassir",USA,Male,M40-44,01:11:41,05:29:12,03:38:48,10:27:44,152,761,839,00:03:25,00:04:38
1682,"Cser, Beatrix",HUN,Female,F40-44,01:11:16,05:16:40,03:51:16,10:28:01,5,79,840,00:04:15,00:04:34
879,"Claeson, Torbjorn",SWE,Male,M50-54,01:08:41,05:08:45,04:00:33,10:28:01,48,762,840,00:04:07,00:05:55
1707,"Miller, Kelly",AUS,Female,F40-44,01:09:14,05:30:16,03:39:50,10:28:07,6,80,842,00:04:04,00:04:43
2221,"Schultheiss, Karen",CHE,Female,F30-34,01:17:27,05:31:48,03:33:50,10:28:13,15,81,843,00:02:32,00:02:36
901,"Garvey, Adrian",IRL,Male,M50-54,01:22:06,05:15:53,03:40:24,10:28:13,49,763,843,00:04:54,00:04:56
2179,"Dezerega, Pierangela",CHL,Female,F30-34,01:09:12,05:29:21,03:43:27,10:28:20,16,82,845,00:03:18,00:03:02
2398,"Li, Songen",CHN,Male,M18-24,01:12:02,05:16:55,03:51:59,10:28:44,27,764,846,00:03:09,00:04:39
1145,"Descamps, Pascal",FRA,Male,M45-49,01:04:10,05:22:32,03:48:39,10:28:46,125,765,847,00:04:30,00:08:55
1151,"Dowd, Jp",USA,Male,M45-49,01:03:37,05:11:07,04:05:18,10:28:52,126,766,848,00:03:37,00:05:13
2106,"Neguelouart, Eric",MEX,Male,M30-34,01:03:13,05:12:51,04:03:12,10:28:59,134,767,849,00:03:41,00:06:02
748,"Mulyukov, Azat",RUS,Male,M55-59,01:14:24,05:19:22,03:44:18,10:29:00,14,768,850,00:04:45,00:06:11
2097,"Mellgren, Oskar",SWE,Male,M30-34,01:12:44,05:22:33,03:44:56,10:29:01,135,769,851,00:04:05,00:04:43
1911,"Tatum, Matthew",USA,Male,M35-39,01:03:05,05:22:36,03:56:22,10:29:03,147,770,852,00:03:34,00:03:26
1649,"Wachtendonk, Michael",DEU,Male,M40-44,01:01:35,05:02:14,04:17:05,10:29:03,153,770,852,00:03:25,00:04:44
2277,"Laser, Tom",USA,Male,M25-29,01:06:52,05:14:11,03:59:35,10:29:15,77,772,854,00:03:55,00:04:42
1787,"Dawson, Trent",AUS,Male,M35-39,00:59:18,05:39:26,03:39:27,10:29:20,148,773,855,00:04:06,00:07:03
910,"Guerra, Silvio",ECU,Male,M50-54,01:17:40,05:37:54,03:21:15,10:29:27,50,774,856,00:04:31,00:08:07
898,"Fiorentino, Riccardo",USA,Male,M50-54,01:03:59,05:25:16,03:51:53,10:29:28,51,775,857,00:03:42,00:04:38
881,"Covington, Doug",USA,Male,M50-54,01:22:53,05:28:23,03:26:48,10:29:34,52,776,858,00:04:22,00:07:08
2108,"Neukamp, Christoph",AUT,Male,M30-34,01:16:24,05:23:14,03:42:42,10:29:39,136,777,859,00:04:00,00:03:19
1526,"Hoyt, Jamie",USA,Male,M40-44,01:12:23,05:11:08,03:52:53,10:29:40,154,778,860,00:06:20,00:06:56
1767,"Buckingham, Ralph",USA,Male,M35-39,01:16:19,05:28:11,03:38:14,10:29:43,149,779,861,00:03:15,00:03:44
1286,"Saunders, Benjamin",USA,Male,M45-49,01:00:35,05:40:49,03:36:50,10:29:53,127,780,862,00:04:06,00:07:33
1204,"Jonsson, Peter",SWE,Male,M45-49,01:07:46,05:03:44,04:08:33,10:30:09,128,781,863,00:04:37,00:05:29
2358,"Mikelle coelho lima, Thais",BRA,Female,F25-29,01:05:05,05:37:09,03:40:20,10:30:10,9,83,864,00:04:16,00:03:20
891,"Durante, Pablo Alejandro",ARG,Male,M50-54,01:06:33,05:37:27,03:37:20,10:30:27,53,782,865,00:03:30,00:05:37
1610,"Sclosa, Matteo",ITA,Male,M40-44,01:08:06,05:30:27,03:41:39,10:30:28,155,783,866,00:03:59,00:06:17
1523,"Honicker, Michael",USA,Male,M40-44,01:13:42,05:40:13,03:29:22,10:30:33,156,784,867,00:02:34,00:04:42
1512,"Guy, Steve",AUS,Male,M40-44,01:05:21,05:25:42,03:46:54,10:30:34,157,785,868,00:05:41,00:06:56
1740,"Yost, Laura",USA,Female,F40-44,01:15:22,05:31:18,03:38:00,10:30:36,7,84,869,00:02:48,00:03:08
1833,"Keranen, Ville",FIN,Male,M35-39,01:19:08,05:08:56,03:52:49,10:30:47,150,786,870,00:04:46,00:05:08
2258,"Haeggstrom, Andreas",SWE,Male,M25-29,01:12:28,05:28:41,03:42:10,10:30:48,78,787,871,00:03:40,00:03:49
1960,"Foley, Stella",AUS,Female,F35-39,01:09:09,05:31:27,03:43:12,10:30:56,12,85,872,00:03:51,00:03:17
1753,"Auverdin, Nicolas",BEL,Male,M35-39,01:02:41,04:59:34,04:21:58,10:31:05,151,788,873,00:03:27,00:03:25
1322,"Whittlestone, Scott",GBR,Male,M45-49,01:10:07,05:14:03,03:57:29,10:31:36,129,789,874,00:04:45,00:05:12
1020,"Varga, Zoltan",HUN,Male,M50-54,01:02:03,05:14:35,04:06:28,10:31:42,54,790,875,00:04:06,00:04:30
1047,"Enslin, Michelle",ZAF,Female,F50-54,01:10:00,05:33:50,03:40:51,10:31:51,2,86,876,00:03:53,00:03:17
1846,"Lemaitre, Thomas",FRA,Male,M35-39,01:03:11,04:46:43,04:36:01,10:31:54,152,791,877,00:02:50,00:03:09
1771,"Carman, Matt",AUS,Male,M35-39,01:09:13,05:17:37,03:58:29,10:31:59,153,792,878,00:02:28,00:04:12
2180,"Duncombe, Elizabeth",GBR,Female,F30-34,01:20:40,05:16:37,03:44:03,10:32:01,17,87,879,00:06:00,00:04:41
1566,"Martins, Denis",BRA,Male,M40-44,01:04:45,05:41:04,03:32:42,10:32:14,158,793,880,00:05:38,00:08:05
1709,"Morales, Florencia",ARG,Female,F40-44,01:09:48,05:54:20,03:21:42,10:32:16,8,88,881,00:03:33,00:02:53
1452,"Chapochnikoff, Martin",ARG,Male,M40-44,00:59:26,05:01:50,04:25:04,10:32:18,159,794,882,00:02:44,00:03:14
1143,"De rijck, Ringo",BEL,Male,M45-49,01:21:01,05:14:41,03:45:42,10:32:19,130,795,883,00:05:25,00:05:30
1861,"Mccarthy, Brendan",USA,Male,M35-39,01:16:22,05:34:49,03:28:10,10:32:33,154,796,884,00:05:43,00:07:29
2332,"Chernenko, Anastasiia",UKR,Female,F25-29,00:56:12,05:45:53,03:44:18,10:32:48,10,89,885,00:02:46,00:03:39
1182,"Halvorsen, Kim Orb k",DNK,Male,M45-49,01:13:57,05:08:33,04:02:12,10:32:56,131,797,886,00:03:51,00:04:23
1637,"Thomas, Nathaniel",USA,Male,M40-44,01:12:50,05:05:13,04:03:49,10:32:57,160,798,887,00:05:36,00:05:29
1424,"Barr, Dave",AUS,Male,M40-44,01:02:39,05:07:37,04:12:45,10:32:59,161,799,888,00:04:11,00:05:47
725,"Hill, Rob",AUS,Male,M55-59,01:13:34,05:36:02,03:36:16,10:33:14,15,800,889,00:03:25,00:03:57
1939,"Zarlengo, Nathan",USA,Male,M35-39,01:14:05,05:17:25,03:49:27,10:33:16,155,801,890,00:06:11,00:06:08
1230,"Lower, Dirk",DEU,Male,M45-49,01:09:14,05:27:04,03:48:17,10:33:22,132,802,891,00:03:18,00:05:29
1495,"Fuentes, Fernando",ESP,Male,M40-44,01:01:42,05:30:09,03:51:20,10:33:23,162,803,892,00:03:24,00:06:48
1949,"Cameto, Sarah",USA,Female,F35-39,00:56:21,05:41:31,03:45:19,10:33:27,13,90,893,00:03:55,00:06:21
1399,"Strehl, Bettina",DEU,Female,F45-49,01:10:47,05:18:41,03:58:16,10:33:31,9,91,894,00:02:48,00:02:59
1900,"Sidorenko, Alex",KAZ,Male,M35-39,01:18:42,05:24:28,03:42:26,10:33:33,156,804,895,00:04:03,00:03:54
1329,"Yost, Gentry",USA,Male,M45-49,01:11:09,05:05:10,04:09:12,10:33:38,133,805,896,00:02:47,00:05:20
2337,"Eggler, Livia",CHE,Female,F25-29,01:18:02,05:48:20,03:21:00,10:33:47,11,92,897,00:03:01,00:03:24
993,"Scherer, Peter",AUS,Male,M50-54,01:14:10,05:30:58,03:35:43,10:33:52,55,806,898,00:06:38,00:06:23
1172,"Goodyear, Tony",GBR,Male,M45-49,01:17:18,05:25:53,03:40:42,10:33:52,134,806,898,00:04:21,00:05:38
2162,"Waters, Beau",AUS,Male,M30-34,01:18:27,04:55:32,04:09:43,10:34:08,137,808,900,00:03:46,00:06:40
1968,"Hermansson, Lisa",SWE,Female,F35-39,01:06:14,05:39:08,03:43:03,10:34:11,14,93,901,00:03:11,00:02:35
865,"Burford, Gregory",AUS,Male,M50-54,01:12:29,05:37:35,03:36:24,10:34:31,56,809,902,00:03:50,00:04:13
886,"Dean, Steve",NZL,Male,M50-54,01:04:57,05:10:57,04:10:49,10:34:36,57,810,903,00:03:19,00:04:34
758,"Purtell, Michael",USA,Male,M55-59,01:01:38,05:32:46,03:49:07,10:34:37,16,811,904,00:06:25,00:04:41
1327,"Wilson, Luke",USA,Male,M45-49,01:04:47,05:22:11,03:57:26,10:34:53,135,812,905,00:04:00,00:06:29
970,"Papanikolaou, Konstantinos",GRC,Male,M50-54,01:13:01,05:24:24,03:48:22,10:34:59,58,813,906,00:03:11,00:06:01
1150,"Doucette, Fred",USA,Male,M45-49,01:13:01,05:21:58,03:47:28,10:35:02,136,814,907,00:05:56,00:06:39
2202,"Maher, Alison",AUS,Female,F30-34,01:04:40,05:27:13,03:56:50,10:35:06,18,94,908,00:03:34,00:02:49
1672,"Browning, Jodie",AUS,Female,F40-44,01:03:30,05:30:37,03:53:34,10:35:13,9,95,909,00:03:56,00:03:36
1535,"Kacena, Vojtech",CZE,Male,M40-44,01:16:31,05:35:01,03:36:00,10:35:21,163,815,910,00:04:10,00:03:39
1732,"Suess, Manuela",DEU,Female,F40-44,01:09:30,05:31:29,03:46:58,10:35:22,10,96,911,00:03:08,00:04:17
1316,"Vanderbeke, Koen",BEL,Male,M45-49,01:00:30,05:27:49,04:01:12,10:35:23,137,816,912,00:02:29,00:03:23
900,"Freiland, Dirk",DEU,Male,M50-54,01:13:33,05:26:23,03:47:59,10:35:24,59,817,913,00:03:46,00:03:43
1701,"King, Camille",GBR,Female,F40-44,01:17:52,05:38:24,03:33:51,10:35:30,11,97,914,00:02:22,00:03:01
863,"Brocks, Steffen",USA,Male,M50-54,01:03:41,05:26:56,03:55:45,10:35:37,60,818,915,00:04:51,00:04:24
2206,"Miller, Kimberly",DEU,Female,F30-34,01:09:11,05:17:17,04:01:56,10:35:38,19,98,916,00:04:28,00:02:46
2345,"Johansson, Moya",AUS,Female,F25-29,01:01:38,05:49:36,03:38:42,10:35:42,12,99,917,00:03:08,00:02:38
1288,"Schleidt, Mikael",DNK,Male,M45-49,01:22:33,05:15:23,03:47:26,10:35:42,138,819,917,00:04:22,00:05:58
687,"Bareuther, Frank",DEU,Male,M55-59,01:11:29,05:25:10,03:49:19,10:35:45,17,820,919,00:04:45,00:05:02
1548,"Le duvehat, Alexandre",FRA,Male,M40-44,01:03:32,05:33:07,03:51:27,10:35:49,164,821,920,00:03:54,00:03:49
283,"Lehmann, Walter",CHE,Male,M45-49,01:15:58,05:16:57,03:54:04,10:35:49,139,821,920,00:04:49,00:04:01
1596,"Radevic, Mario",DEU,Male,M40-44,01:07:43,05:22:24,03:58:37,10:35:52,165,823,922,00:02:56,00:04:12
2317,"Tobin, Jake",AUS,Male,M25-29,01:08:28,05:51:02,03:26:56,10:36:00,79,824,923,00:05:40,00:03:54
1126,"Caiuby, Ricardo",BRA,Male,M45-49,01:06:23,05:49:24,03:31:43,10:36:01,140,825,924,00:03:46,00:04:45
852,"Arai, Shinichiro",JPN,Male,M50-54,01:03:32,05:27:10,03:54:38,10:36:02,61,826,925,00:05:19,00:05:23
2161,"Wallace, Matthew",AUS,Male,M30-34,01:05:15,05:31:51,03:48:48,10:36:16,138,827,926,00:05:21,00:05:01
1905,"Suominen, Teemu",FIN,Male,M35-39,01:12:19,05:31:34,03:45:22,10:36:27,157,828,927,00:02:49,00:04:23
940,"Lensdorf, Lars",DEU,Male,M50-54,01:07:48,05:29:29,03:47:59,10:36:33,62,829,928,00:05:12,00:06:05
945,"Lynch, Stephen",USA,Male,M50-54,01:15:03,05:20:34,03:51:25,10:36:37,63,830,929,00:03:58,00:05:37
2252,"Farina, Paulo",BRA,Male,M25-29,01:02:17,05:28:59,03:54:15,10:36:38,80,831,930,00:05:12,00:05:55
1583,"Outmanns, Martin",BEL,Male,M40-44,01:12:22,05:11:46,04:01:50,10:36:51,166,832,931,00:03:31,00:07:22
1321,"West, Mitch",USA,Male,M45-49,01:05:28,05:29:39,03:51:28,10:36:52,141,833,932,00:04:27,00:05:50
